id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
6177117,Female,28,1,21.0,0,< 1 Year,Yes,30374.0,152.0,100,1
5320261,Female,45,1,28.0,0,1-2 Year,Yes,40777.0,124.0,106,1
1850368,Female,31,1,3.0,0,< 1 Year,Yes,23985.0,152.0,130,1
9312503,Male,35,1,28.0,0,1-2 Year,Yes,55920.0,124.0,131,1
1904128,Female,38,1,25.0,0,1-2 Year,Yes,2630.0,156.0,271,1
10365889,Male,39,1,28.0,0,1-2 Year,Yes,33180.0,122.0,142,1
8850859,Female,30,1,28.0,0,1-2 Year,Yes,2630.0,158.0,30,1
2184832,Female,24,1,11.0,0,< 1 Year,Yes,38263.0,152.0,128,1
11188655,Male,47,1,28.0,0,1-2 Year,Yes,50209.0,25.0,105,1
7197111,Male,42,1,28.0,0,1-2 Year,Yes,32765.0,124.0,234,1
3213355,Male,49,1,28.0,0,1-2 Year,Yes,35245.0,26.0,81,1
8638337,Male,42,1,28.0,0,> 2 Years,Yes,35323.0,26.0,113,1
1296032,Male,57,1,28.0,0,1-2 Year,Yes,39375.0,26.0,251,1
10578424,Male,36,1,28.0,0,1-2 Year,Yes,55865.0,26.0,248,1
2243824,Female,46,1,29.0,0,1-2 Year,Yes,56533.0,124.0,282,1
2601276,Female,23,1,3.0,0,< 1 Year,Yes,24270.0,152.0,151,1
6842412,Male,77,1,28.0,0,1-2 Year,Yes,48326.0,26.0,251,1
978766,Female,32,1,28.0,0,1-2 Year,Yes,2630.0,158.0,262,1
8323833,Male,40,1,6.0,0,1-2 Year,Yes,2630.0,124.0,184,1
3628524,Female,39,1,15.0,0,1-2 Year,Yes,2630.0,156.0,156,1
3947419,Female,40,1,28.0,0,1-2 Year,Yes,31893.0,26.0,82,1
5717215,Female,47,1,28.0,0,1-2 Year,Yes,29596.0,26.0,256,1
7097678,Male,76,1,28.0,0,1-2 Year,Yes,47442.0,157.0,234,1
3814950,Female,41,1,28.0,0,1-2 Year,Yes,2630.0,26.0,256,1
2534720,Female,42,1,28.0,0,1-2 Year,Yes,32838.0,26.0,186,1
7357654,Male,48,1,4.0,0,1-2 Year,Yes,29918.0,124.0,169,1
8297783,Male,56,1,48.0,0,> 2 Years,Yes,2630.0,163.0,166,1
3002551,Female,46,1,28.0,0,1-2 Year,Yes,37187.0,124.0,105,1
4729677,Male,46,1,28.0,0,1-2 Year,Yes,38287.0,26.0,206,1
6724115,Female,41,1,28.0,0,1-2 Year,Yes,36506.0,124.0,61,1
8201262,Male,47,1,15.0,0,1-2 Year,Yes,25197.0,124.0,10,1
4217116,Male,41,1,28.0,0,1-2 Year,Yes,47506.0,26.0,236,1
10272668,Male,69,1,32.0,0,> 2 Years,Yes,25806.0,124.0,59,1
3082322,Female,51,1,28.0,0,1-2 Year,Yes,32684.0,26.0,180,1
646338,Male,44,1,41.0,0,1-2 Year,Yes,38174.0,26.0,44,1
368153,Male,37,1,11.0,0,1-2 Year,Yes,38602.0,124.0,152,1
3418389,Male,39,1,41.0,0,1-2 Year,Yes,27348.0,154.0,148,1
5304265,Male,55,1,3.0,0,1-2 Year,Yes,34232.0,124.0,202,1
1838908,Male,54,1,28.0,0,> 2 Years,Yes,37990.0,26.0,237,1
9565548,Male,45,1,33.0,0,1-2 Year,Yes,26311.0,154.0,22,1
7618840,Female,57,1,8.0,0,1-2 Year,Yes,24246.0,157.0,129,1
4534210,Male,42,1,41.0,0,1-2 Year,Yes,33799.0,124.0,51,1
10199743,Male,47,1,50.0,0,1-2 Year,Yes,2630.0,157.0,189,1
7130004,Male,45,1,28.0,0,1-2 Year,Yes,40891.0,124.0,114,1
7215133,Male,61,1,8.0,0,> 2 Years,Yes,56321.0,26.0,223,1
5145982,Male,42,1,28.0,0,1-2 Year,Yes,40950.0,26.0,207,1
6981773,Male,34,1,30.0,0,1-2 Year,Yes,24798.0,152.0,100,1
10665526,Female,57,1,47.0,0,1-2 Year,Yes,35308.0,124.0,99,1
6886870,Male,22,1,45.0,0,< 1 Year,Yes,23291.0,152.0,64,1
10041625,Male,32,1,28.0,0,< 1 Year,Yes,38151.0,26.0,250,1
7079751,Male,63,1,29.0,0,1-2 Year,Yes,2630.0,26.0,227,1
8229682,Male,43,1,15.0,0,1-2 Year,Yes,32765.0,124.0,282,1
7747842,Male,47,1,8.0,0,1-2 Year,Yes,32098.0,4.0,264,1
3746964,Male,22,1,37.0,0,< 1 Year,Yes,32511.0,152.0,232,1
10552969,Female,34,1,8.0,0,1-2 Year,Yes,38506.0,26.0,263,1
2231939,Male,36,1,28.0,0,1-2 Year,Yes,27218.0,157.0,249,1
5578343,Male,28,1,37.0,0,< 1 Year,Yes,2630.0,152.0,281,1
10978250,Female,37,1,3.0,0,1-2 Year,Yes,29207.0,124.0,284,1
7745818,Male,55,1,46.0,0,1-2 Year,Yes,32174.0,124.0,261,1
2461775,Female,41,1,28.0,0,1-2 Year,Yes,46736.0,122.0,165,1
6955665,Male,30,1,8.0,0,1-2 Year,Yes,36157.0,154.0,227,1
80624,Male,40,1,0.0,0,1-2 Year,Yes,2630.0,91.0,123,1
1907808,Female,41,1,41.0,0,1-2 Year,Yes,31535.0,124.0,68,1
3675760,Female,26,1,28.0,0,< 1 Year,Yes,45242.0,124.0,76,1
4149698,Male,44,1,8.0,0,1-2 Year,Yes,29185.0,124.0,93,1
11004796,Female,53,1,28.0,0,1-2 Year,Yes,65631.0,26.0,126,1
8118512,Female,30,1,9.0,0,< 1 Year,Yes,2630.0,156.0,114,1
10630490,Female,44,1,28.0,0,1-2 Year,Yes,39441.0,26.0,42,1
4276701,Male,46,1,8.0,0,1-2 Year,Yes,38181.0,26.0,96,1
6519919,Male,72,1,7.0,0,> 2 Years,Yes,39590.0,26.0,183,1
125076,Female,33,1,28.0,0,< 1 Year,Yes,62790.0,124.0,278,1
8565531,Male,35,1,28.0,0,1-2 Year,Yes,25170.0,26.0,18,1
1382237,Male,43,1,28.0,0,1-2 Year,Yes,29751.0,26.0,11,1
7676574,Male,40,1,28.0,0,1-2 Year,Yes,49643.0,26.0,160,1
10561594,Female,36,1,28.0,0,1-2 Year,Yes,32897.0,122.0,227,1
10318408,Male,73,1,28.0,0,1-2 Year,Yes,30369.0,26.0,203,1
5993140,Male,45,1,28.0,0,1-2 Year,Yes,50277.0,26.0,243,1
4430892,Female,41,1,3.0,0,1-2 Year,Yes,2630.0,157.0,65,1
2775997,Male,54,1,28.0,0,1-2 Year,Yes,37500.0,124.0,244,1
488783,Male,32,1,43.0,0,< 1 Year,Yes,33806.0,124.0,98,1
2453713,Male,65,1,28.0,0,1-2 Year,Yes,50316.0,26.0,26,1
10509208,Female,55,1,39.0,0,1-2 Year,Yes,2630.0,124.0,68,1
5634387,Female,42,1,28.0,0,1-2 Year,Yes,37949.0,124.0,146,1
2187708,Male,45,1,8.0,0,1-2 Year,Yes,70588.0,26.0,116,1
1600385,Male,49,1,9.0,0,1-2 Year,Yes,33179.0,26.0,65,1
5275306,Male,40,1,28.0,0,1-2 Year,Yes,43124.0,26.0,56,1
5875782,Female,38,1,28.0,0,> 2 Years,Yes,42378.0,26.0,165,1
1340168,Female,49,1,28.0,0,1-2 Year,Yes,38791.0,150.0,84,1
3962159,Female,54,1,28.0,0,> 2 Years,Yes,2630.0,158.0,298,1
7096601,Female,23,1,15.0,0,< 1 Year,Yes,36250.0,26.0,146,1
2691620,Female,51,1,28.0,0,1-2 Year,Yes,29258.0,26.0,273,1
589876,Female,41,1,8.0,0,1-2 Year,Yes,35207.0,7.0,84,1
7395832,Male,45,1,28.0,0,> 2 Years,Yes,42360.0,26.0,262,1
9167458,Male,48,1,28.0,0,1-2 Year,Yes,25280.0,26.0,234,1
4715894,Male,57,1,27.0,0,1-2 Year,Yes,27303.0,124.0,271,1
6965702,Male,59,1,28.0,0,1-2 Year,Yes,51581.0,124.0,134,1
7471546,Male,43,1,41.0,0,1-2 Year,Yes,23682.0,124.0,215,1
4554552,Male,26,1,15.0,0,< 1 Year,Yes,28312.0,152.0,25,1
3489159,Male,40,1,28.0,0,1-2 Year,Yes,37174.0,122.0,116,1
3847915,Female,37,1,28.0,0,1-2 Year,Yes,32706.0,124.0,174,1
6020114,Male,24,1,28.0,0,< 1 Year,Yes,31881.0,160.0,134,1
1913419,Female,59,1,15.0,0,1-2 Year,Yes,2630.0,156.0,198,1
4069011,Male,31,1,36.0,0,1-2 Year,Yes,2630.0,156.0,220,1
5749401,Male,39,1,28.0,0,> 2 Years,Yes,61252.0,124.0,154,1
9795615,Male,36,1,29.0,0,1-2 Year,Yes,35928.0,26.0,249,1
11065930,Female,55,1,28.0,0,1-2 Year,Yes,46713.0,26.0,138,1
4502636,Male,39,1,28.0,0,1-2 Year,Yes,40835.0,26.0,270,1
4406213,Male,51,1,8.0,0,1-2 Year,Yes,34245.0,124.0,229,1
8345133,Male,58,1,47.0,0,> 2 Years,Yes,2630.0,26.0,194,1
6304739,Female,66,1,48.0,0,1-2 Year,Yes,2630.0,26.0,224,1
9839006,Male,62,1,28.0,0,> 2 Years,Yes,63783.0,26.0,284,1
6695041,Male,35,1,28.0,0,1-2 Year,Yes,45395.0,163.0,155,1
4975562,Female,32,1,28.0,0,1-2 Year,Yes,28887.0,26.0,30,1
733036,Male,50,1,39.0,0,1-2 Year,Yes,41108.0,124.0,281,1
50140,Male,48,1,7.0,0,1-2 Year,Yes,49169.0,26.0,57,1
11311923,Female,37,1,28.0,0,1-2 Year,Yes,2630.0,157.0,150,1
5182462,Male,57,1,41.0,0,> 2 Years,Yes,30123.0,26.0,209,1
9260938,Male,49,1,28.0,0,1-2 Year,Yes,40797.0,122.0,124,1
22801,Male,31,1,8.0,0,1-2 Year,Yes,39097.0,154.0,242,1
371923,Female,59,1,28.0,0,> 2 Years,Yes,52739.0,124.0,242,1
9890586,Male,26,1,21.0,0,1-2 Year,Yes,29924.0,156.0,201,1
2389590,Female,40,1,41.0,0,1-2 Year,Yes,39722.0,26.0,264,1
1206575,Male,52,1,38.0,0,1-2 Year,Yes,2630.0,26.0,270,1
9093228,Male,59,1,3.0,0,> 2 Years,Yes,2630.0,156.0,192,1
7610057,Female,41,1,35.0,0,1-2 Year,Yes,36443.0,26.0,114,1
10206523,Female,46,1,28.0,0,1-2 Year,Yes,39731.0,124.0,136,1
10002259,Female,24,1,36.0,0,< 1 Year,Yes,29791.0,152.0,237,1
8683027,Male,65,1,28.0,0,> 2 Years,Yes,50601.0,26.0,187,1
6510594,Female,25,1,46.0,0,< 1 Year,Yes,28827.0,160.0,227,1
11388890,Male,48,1,46.0,0,1-2 Year,No,32821.0,154.0,195,1
9434356,Male,42,1,28.0,0,1-2 Year,Yes,29482.0,124.0,222,1
8366013,Female,27,1,28.0,0,< 1 Year,Yes,2630.0,152.0,81,1
8701757,Female,44,1,28.0,0,1-2 Year,No,29786.0,26.0,264,1
5732816,Male,61,1,8.0,0,1-2 Year,Yes,2630.0,26.0,45,1
1226739,Male,54,1,11.0,0,1-2 Year,Yes,31153.0,26.0,131,1
760127,Male,41,1,28.0,0,1-2 Year,Yes,39405.0,124.0,171,1
9925476,Male,62,1,41.0,0,1-2 Year,Yes,27850.0,124.0,58,1
11230405,Male,33,1,3.0,0,1-2 Year,Yes,2630.0,163.0,165,1
7048992,Female,22,1,32.0,0,< 1 Year,Yes,24158.0,152.0,155,1
6281481,Female,41,1,28.0,0,1-2 Year,Yes,30682.0,124.0,215,1
7186225,Male,32,1,38.0,0,1-2 Year,Yes,2630.0,156.0,101,1
11281803,Male,39,1,11.0,0,1-2 Year,Yes,2630.0,156.0,189,1
1968207,Female,40,1,34.0,0,> 2 Years,Yes,32116.0,26.0,103,1
1256775,Male,40,1,11.0,0,1-2 Year,Yes,30606.0,26.0,144,1
2951853,Female,21,1,15.0,0,< 1 Year,Yes,34912.0,160.0,123,1
9643617,Female,47,1,28.0,0,1-2 Year,Yes,27941.0,26.0,114,1
4868302,Male,50,1,19.0,0,1-2 Year,Yes,28108.0,26.0,242,1
10717088,Male,49,1,7.0,0,1-2 Year,Yes,54841.0,124.0,202,1
560753,Male,59,1,28.0,0,1-2 Year,Yes,42839.0,26.0,214,1
7766825,Female,69,1,17.0,0,1-2 Year,Yes,39134.0,26.0,232,1
10992834,Male,44,1,43.0,0,1-2 Year,Yes,2630.0,124.0,289,1
2160724,Female,44,1,41.0,0,1-2 Year,Yes,33995.0,12.0,209,1
5840852,Male,21,1,28.0,0,< 1 Year,Yes,47008.0,152.0,274,1
4353875,Male,26,1,28.0,0,< 1 Year,Yes,28206.0,26.0,151,1
6146762,Female,22,1,41.0,0,< 1 Year,Yes,30123.0,152.0,290,1
8344259,Female,43,1,29.0,0,1-2 Year,Yes,37355.0,26.0,118,1
2467597,Male,36,1,28.0,0,1-2 Year,Yes,22426.0,155.0,173,1
7396053,Male,45,1,28.0,0,1-2 Year,Yes,28709.0,26.0,233,1
2487692,Female,34,1,28.0,0,1-2 Year,Yes,30353.0,154.0,56,1
3715682,Female,25,1,28.0,0,< 1 Year,Yes,39146.0,152.0,244,1
6332396,Female,50,1,46.0,1,1-2 Year,No,2630.0,124.0,288,1
1852455,Male,41,1,41.0,0,1-2 Year,Yes,30173.0,26.0,225,1
2814458,Male,51,1,28.0,0,1-2 Year,Yes,29193.0,26.0,103,1
9497128,Male,40,1,28.0,0,1-2 Year,Yes,45948.0,124.0,23,1
2946512,Female,44,1,3.0,0,1-2 Year,Yes,2630.0,124.0,256,1
8645183,Female,36,1,28.0,0,1-2 Year,Yes,51745.0,124.0,212,1
8948973,Male,38,1,46.0,0,1-2 Year,Yes,44126.0,122.0,268,1
5986699,Male,49,1,28.0,0,1-2 Year,Yes,61257.0,59.0,51,1
1279142,Male,60,1,41.0,0,1-2 Year,Yes,39704.0,12.0,240,1
4349334,Male,38,1,8.0,0,1-2 Year,Yes,35750.0,26.0,286,1
7566801,Male,24,1,18.0,0,< 1 Year,Yes,27192.0,152.0,118,1
7284898,Female,37,1,28.0,0,1-2 Year,Yes,28004.0,124.0,218,1
2674046,Male,53,1,28.0,0,1-2 Year,Yes,45983.0,26.0,144,1
1841190,Female,40,1,28.0,0,1-2 Year,Yes,43799.0,124.0,138,1
2027661,Female,49,1,28.0,0,1-2 Year,Yes,63567.0,26.0,194,1
1190461,Male,58,1,28.0,0,1-2 Year,Yes,59913.0,122.0,109,1
6911321,Male,47,1,28.0,0,1-2 Year,Yes,29184.0,124.0,13,1
7416738,Male,63,1,8.0,0,1-2 Year,Yes,49816.0,124.0,274,1
43405,Female,39,1,28.0,0,1-2 Year,Yes,28015.0,124.0,282,1
6910907,Female,47,1,41.0,0,1-2 Year,Yes,39424.0,26.0,209,1
2096322,Female,41,1,28.0,0,1-2 Year,Yes,48516.0,26.0,114,1
11250556,Female,43,1,28.0,0,1-2 Year,Yes,35118.0,26.0,130,1
3365022,Male,32,1,4.0,0,1-2 Year,Yes,29597.0,124.0,256,1
7681484,Female,56,1,28.0,0,> 2 Years,Yes,46995.0,52.0,158,1
6421202,Male,57,1,11.0,0,1-2 Year,Yes,25309.0,26.0,127,1
4139517,Male,36,1,12.0,0,1-2 Year,Yes,29886.0,26.0,31,1
341481,Female,41,1,28.0,0,1-2 Year,Yes,32984.0,26.0,49,1
9356385,Male,25,1,15.0,0,< 1 Year,Yes,28206.0,152.0,98,1
6786976,Male,52,1,28.0,0,1-2 Year,Yes,43193.0,26.0,177,1
6507559,Female,49,1,41.0,0,1-2 Year,Yes,27162.0,26.0,122,1
4526494,Female,67,1,28.0,0,1-2 Year,Yes,2630.0,157.0,52,1
825755,Female,22,1,41.0,0,< 1 Year,Yes,37240.0,124.0,256,1
2346902,Female,31,1,3.0,0,1-2 Year,Yes,2630.0,154.0,212,1
6997364,Male,40,1,10.0,0,> 2 Years,Yes,26767.0,124.0,52,1
4422393,Female,29,1,7.0,0,1-2 Year,Yes,2630.0,157.0,270,1
1946911,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,26.0,131,1
11087485,Male,63,1,39.0,0,> 2 Years,Yes,34766.0,127.0,138,1
4839672,Female,37,1,16.0,0,1-2 Year,Yes,29585.0,30.0,251,1
1089157,Male,23,1,28.0,0,1-2 Year,Yes,2630.0,156.0,84,1
681322,Male,45,1,28.0,0,1-2 Year,Yes,32598.0,55.0,268,1
1400607,Male,33,1,28.0,0,1-2 Year,Yes,2630.0,124.0,30,1
9379699,Male,62,1,8.0,0,> 2 Years,Yes,44003.0,124.0,71,1
5315587,Male,66,1,39.0,0,1-2 Year,Yes,30897.0,103.0,200,1
6512988,Male,40,1,3.0,0,1-2 Year,Yes,44120.0,26.0,244,1
4715623,Male,57,1,41.0,0,> 2 Years,Yes,41968.0,124.0,233,1
9005688,Female,32,1,30.0,0,1-2 Year,Yes,2630.0,157.0,197,1
6677164,Male,49,1,28.0,0,> 2 Years,Yes,49677.0,26.0,215,1
2136784,Female,22,1,29.0,0,< 1 Year,Yes,48978.0,153.0,25,1
9533485,Female,54,1,28.0,0,1-2 Year,Yes,49701.0,26.0,42,1
9030853,Female,37,1,45.0,0,1-2 Year,Yes,2630.0,156.0,242,1
9214357,Male,55,1,23.0,0,1-2 Year,Yes,2630.0,26.0,103,1
4884352,Male,22,1,29.0,0,< 1 Year,Yes,28893.0,124.0,109,1
5773306,Male,44,1,28.0,0,1-2 Year,Yes,52228.0,26.0,28,1
9688423,Male,48,1,29.0,0,> 2 Years,Yes,36836.0,26.0,277,1
2190435,Male,41,1,29.0,0,1-2 Year,Yes,2630.0,157.0,141,1
5891141,Female,44,1,37.0,0,1-2 Year,Yes,33573.0,154.0,31,1
9216706,Male,29,1,28.0,0,< 1 Year,Yes,66961.0,124.0,165,1
9272887,Male,45,1,35.0,0,1-2 Year,Yes,42232.0,124.0,57,1
8178290,Female,44,1,28.0,0,1-2 Year,Yes,52619.0,26.0,127,1
4357503,Female,30,1,46.0,0,< 1 Year,Yes,2630.0,154.0,116,1
8354102,Male,21,1,35.0,0,1-2 Year,Yes,25894.0,156.0,142,1
5909828,Male,49,1,28.0,0,1-2 Year,Yes,39644.0,25.0,259,1
623915,Female,43,1,28.0,0,1-2 Year,Yes,47964.0,4.0,220,1
2842270,Female,51,1,28.0,0,1-2 Year,Yes,50791.0,26.0,269,1
1784001,Male,49,1,35.0,0,1-2 Year,Yes,2630.0,26.0,260,1
5294448,Female,41,1,28.0,0,1-2 Year,Yes,39376.0,13.0,295,1
4505826,Female,44,1,37.0,0,1-2 Year,Yes,30773.0,124.0,77,1
4536034,Male,64,1,28.0,0,1-2 Year,Yes,63411.0,26.0,186,1
4385324,Male,54,1,46.0,0,> 2 Years,Yes,30132.0,124.0,297,1
11468870,Male,27,1,28.0,0,< 1 Year,Yes,41821.0,26.0,146,1
5201685,Female,50,1,28.0,0,> 2 Years,Yes,56294.0,26.0,187,1
10161602,Female,47,1,28.0,0,1-2 Year,Yes,28704.0,26.0,82,1
10793548,Male,31,1,28.0,0,< 1 Year,Yes,2630.0,158.0,171,1
3526154,Female,43,1,28.0,0,1-2 Year,Yes,46889.0,122.0,257,1
11131296,Male,47,1,30.0,0,1-2 Year,Yes,28763.0,26.0,64,1
8234241,Female,48,1,28.0,0,1-2 Year,Yes,53875.0,26.0,188,1
6511732,Male,42,1,28.0,0,> 2 Years,Yes,38105.0,26.0,63,1
10835902,Male,57,1,28.0,0,1-2 Year,Yes,36603.0,26.0,259,1
1022363,Male,58,1,49.0,0,1-2 Year,Yes,29546.0,26.0,48,1
2904095,Male,49,1,28.0,0,1-2 Year,Yes,49749.0,124.0,105,1
5268735,Male,57,1,28.0,1,1-2 Year,Yes,34790.0,26.0,73,1
4358950,Male,26,1,28.0,0,1-2 Year,Yes,28108.0,124.0,63,1
3027827,Male,66,1,28.0,0,1-2 Year,Yes,41724.0,122.0,144,1
8428093,Male,37,1,28.0,0,1-2 Year,Yes,33259.0,124.0,209,1
3881703,Male,44,1,28.0,0,1-2 Year,Yes,29246.0,124.0,145,1
8277194,Female,38,1,18.0,0,1-2 Year,Yes,2630.0,157.0,112,1
7372953,Female,23,1,7.0,0,< 1 Year,Yes,2630.0,124.0,220,1
7320698,Male,46,1,28.0,0,1-2 Year,Yes,46443.0,124.0,12,1
8723458,Male,41,1,28.0,0,1-2 Year,Yes,29863.0,4.0,187,1
2492854,Female,66,1,18.0,0,> 2 Years,Yes,39754.0,26.0,261,1
5184801,Male,51,1,28.0,0,1-2 Year,Yes,35828.0,124.0,223,1
11470595,Male,59,1,41.0,0,1-2 Year,Yes,36224.0,26.0,130,1
1172430,Male,27,1,50.0,0,1-2 Year,Yes,32164.0,124.0,253,1
4003065,Female,23,1,37.0,0,< 1 Year,Yes,35112.0,152.0,118,1
11288571,Male,55,1,28.0,0,1-2 Year,Yes,56325.0,26.0,26,1
10505180,Female,29,1,28.0,0,< 1 Year,Yes,2630.0,124.0,132,1
1440836,Female,48,1,28.0,0,< 1 Year,Yes,47612.0,124.0,218,1
4053063,Male,45,1,8.0,0,1-2 Year,Yes,32136.0,157.0,105,1
6930203,Male,45,1,37.0,0,1-2 Year,Yes,29863.0,156.0,86,1
2186197,Male,22,1,39.0,0,< 1 Year,Yes,43825.0,150.0,213,1
9246512,Male,48,1,18.0,0,1-2 Year,Yes,24607.0,26.0,210,1
5340927,Female,47,1,28.0,0,1-2 Year,Yes,50435.0,26.0,216,1
9277177,Male,57,1,28.0,0,> 2 Years,Yes,49443.0,26.0,86,1
8160240,Male,44,1,46.0,0,1-2 Year,Yes,51673.0,21.0,208,1
3914132,Male,44,1,28.0,0,1-2 Year,Yes,44134.0,26.0,210,1
452298,Male,61,1,8.0,0,1-2 Year,Yes,2630.0,124.0,296,1
2241609,Male,39,1,28.0,0,1-2 Year,Yes,24276.0,124.0,225,1
6897886,Male,45,1,28.0,0,1-2 Year,Yes,39777.0,26.0,294,1
6548293,Male,54,1,41.0,0,1-2 Year,Yes,37688.0,26.0,129,1
8278482,Male,33,1,45.0,0,< 1 Year,Yes,31403.0,124.0,223,1
7145831,Female,43,1,28.0,0,1-2 Year,Yes,44912.0,26.0,83,1
7542883,Male,46,1,39.0,0,1-2 Year,Yes,46671.0,26.0,238,1
880820,Male,46,1,28.0,0,1-2 Year,Yes,39321.0,26.0,188,1
11032215,Female,46,1,41.0,0,1-2 Year,Yes,28704.0,26.0,252,1
4810799,Male,55,1,5.0,0,1-2 Year,Yes,2630.0,26.0,186,1
2643178,Male,43,1,28.0,0,1-2 Year,Yes,42461.0,26.0,249,1
7352979,Male,53,1,28.0,0,> 2 Years,Yes,67574.0,26.0,104,1
6234318,Female,47,1,8.0,0,1-2 Year,Yes,2630.0,157.0,144,1
9957865,Female,44,1,28.0,0,1-2 Year,Yes,51397.0,26.0,44,1
8604299,Female,42,1,28.0,0,1-2 Year,Yes,48688.0,124.0,183,1
5572316,Male,47,1,28.0,0,1-2 Year,Yes,32034.0,26.0,149,1
6916964,Male,49,1,28.0,0,1-2 Year,Yes,36282.0,26.0,282,1
9434515,Female,43,1,28.0,0,1-2 Year,Yes,48756.0,26.0,72,1
10029358,Female,56,1,45.0,0,1-2 Year,Yes,38214.0,26.0,115,1
6582102,Male,41,1,28.0,0,1-2 Year,Yes,51551.0,26.0,213,1
2181684,Male,44,1,28.0,0,1-2 Year,Yes,37122.0,124.0,101,1
8635125,Male,51,1,28.0,0,1-2 Year,Yes,54761.0,26.0,230,1
3199118,Female,49,1,28.0,0,1-2 Year,Yes,49455.0,26.0,202,1
8138655,Male,49,1,28.0,0,> 2 Years,Yes,45425.0,26.0,59,1
5478252,Female,23,1,10.0,0,< 1 Year,Yes,27091.0,152.0,149,1
5031254,Male,35,1,47.0,0,1-2 Year,Yes,54926.0,152.0,157,1
10908517,Female,39,1,47.0,0,1-2 Year,Yes,2630.0,157.0,215,1
10163594,Male,48,1,28.0,0,1-2 Year,Yes,44367.0,26.0,186,1
928014,Male,32,1,36.0,0,< 1 Year,No,31223.0,152.0,288,1
7528094,Male,35,1,3.0,0,1-2 Year,Yes,29776.0,124.0,247,1
3379622,Male,37,1,10.0,0,1-2 Year,Yes,2630.0,156.0,189,1
20018,Female,43,1,8.0,0,1-2 Year,Yes,2630.0,157.0,84,1
10928986,Male,50,1,28.0,0,> 2 Years,Yes,48815.0,124.0,10,1
5951650,Male,58,1,46.0,0,1-2 Year,Yes,30625.0,26.0,134,1
2468590,Male,39,1,41.0,0,1-2 Year,Yes,37520.0,26.0,31,1
4144852,Male,49,1,17.0,0,1-2 Year,Yes,43961.0,124.0,100,1
4173044,Male,59,1,48.0,0,1-2 Year,Yes,2630.0,15.0,187,1
2568653,Male,57,1,11.0,0,> 2 Years,Yes,75503.0,125.0,241,1
711868,Male,46,1,41.0,0,1-2 Year,Yes,25689.0,26.0,258,1
2210611,Male,22,1,28.0,0,< 1 Year,Yes,30454.0,124.0,105,1
7898039,Male,47,1,28.0,0,1-2 Year,Yes,49509.0,26.0,213,1
1941280,Female,33,1,45.0,0,1-2 Year,Yes,2630.0,26.0,263,1
3848942,Female,38,1,40.0,0,1-2 Year,Yes,23420.0,124.0,135,1
10723512,Male,68,1,28.0,0,> 2 Years,Yes,46761.0,26.0,293,1
9258457,Male,41,1,28.0,0,1-2 Year,Yes,29056.0,124.0,295,1
9501099,Male,54,1,15.0,0,1-2 Year,Yes,37237.0,26.0,86,1
10434752,Male,35,1,50.0,0,1-2 Year,Yes,28314.0,26.0,208,1
3820457,Male,49,1,8.0,0,1-2 Year,Yes,36325.0,124.0,40,1
8264831,Male,43,1,28.0,0,1-2 Year,Yes,50642.0,26.0,268,1
8304896,Male,60,1,8.0,0,1-2 Year,Yes,2630.0,26.0,65,1
10829211,Male,46,1,28.0,0,1-2 Year,Yes,24343.0,26.0,159,1
9247664,Male,37,1,11.0,0,1-2 Year,Yes,28887.0,26.0,263,1
9593480,Female,40,1,12.0,0,> 2 Years,Yes,35337.0,26.0,118,1
9325967,Female,43,1,46.0,0,1-2 Year,Yes,25615.0,11.0,286,1
7305200,Male,48,1,28.0,0,1-2 Year,Yes,29046.0,124.0,123,1
10463859,Female,48,1,24.0,0,> 2 Years,Yes,27005.0,26.0,84,1
11342670,Female,43,1,29.0,0,1-2 Year,Yes,2630.0,26.0,35,1
6726050,Male,43,1,28.0,0,1-2 Year,Yes,31849.0,55.0,40,1
10112853,Female,33,1,28.0,0,1-2 Year,Yes,39002.0,124.0,182,1
8983799,Male,52,1,29.0,0,1-2 Year,No,30111.0,124.0,85,1
6631401,Male,28,1,28.0,0,< 1 Year,Yes,34115.0,157.0,293,1
9377196,Female,26,1,28.0,0,< 1 Year,Yes,40983.0,124.0,171,1
6507866,Female,33,1,35.0,0,1-2 Year,Yes,23248.0,154.0,297,1
2986780,Female,62,1,11.0,0,1-2 Year,Yes,32193.0,26.0,215,1
1018599,Male,39,1,28.0,0,1-2 Year,Yes,62869.0,124.0,146,1
2063096,Female,48,1,28.0,0,1-2 Year,Yes,54440.0,26.0,298,1
7492571,Male,49,1,46.0,0,1-2 Year,Yes,23409.0,163.0,167,1
5049969,Female,31,1,2.0,0,< 1 Year,Yes,2630.0,26.0,43,1
9421797,Male,67,1,39.0,0,1-2 Year,Yes,2630.0,157.0,282,1
6521049,Male,74,1,28.0,0,1-2 Year,Yes,37193.0,122.0,247,1
2850976,Male,51,1,41.0,0,1-2 Year,Yes,33768.0,26.0,186,1
9246994,Male,33,1,28.0,0,< 1 Year,Yes,30537.0,124.0,135,1
5649494,Female,30,1,45.0,0,< 1 Year,Yes,23630.0,152.0,115,1
8596553,Male,30,1,23.0,0,< 1 Year,Yes,23969.0,124.0,262,1
10913779,Male,34,1,28.0,0,1-2 Year,Yes,40219.0,124.0,260,1
